Unit Number	RUL	Altitude	Mach number	Throttle resolver angle 	Total temperature at fan inlet	Total temperature at LPC outlet	Total temperature at HPC outlet	Total temperature at LPT outlet	Pressure at fan inlet	Total pressure in bypass-duct	Total pressure at HPC outlet	Physical fan speed	Physical core speed	Engine pressure ratio (P50/P2)	Static pressure at HPC outlet	Ratio of fuel flow to Ps30	Corrected fan speed	Corrected core speed	Bypass Ratio	Burner fuel-air ratio	Bleed Enthalpy	Demanded fan speed	Demanded corrected fan speed	HPT coolant bleed	LPT coolant bleed
30	125	-0.0014	-0.0004	100	518.67	642.19	1590.36	1397.17	14.62	21.61	554.07	2388.05	9053.67	1.3	47.37	522.6	2388.09	8140.2	8.4234	0.03	392	2388	100	38.87	23.3336
30	125	-0.0029	0.0003	100	518.67	642.22	1583.22	1400.19	14.62	21.61	554.45	2388.05	9045.39	1.3	47.26	522.09	2388.05	8138.45	8.3778	0.03	392	2388	100	39.12	23.4244
30	125	-0.0014	0.0005	100	518.67	642.35	1582.59	1400.77	14.62	21.61	554.58	2388.06	9055.59	1.3	47.15	522.39	2388.12	8139.43	8.4305	0.03	391	2388	100	38.76	23.397
30	125	-0.0007	0.0003	100	518.67	642.06	1586.98	1391.07	14.62	21.61	554.34	2388.1	9058.63	1.3	47.33	521.59	2388	8140.9	8.4178	0.03	392	2388	100	38.91	23.3676
30	125	-0.0024	0.0002	100	518.67	642.51	1586.38	1394.11	14.62	21.61	554.04	2388.04	9057.03	1.3	47.13	522.15	2387.95	8137.95	8.3892	0.03	392	2388	100	38.96	23.3824
30	125	0.0011	0.0001	100	518.67	641.75	1583.69	1399.34	14.62	21.61	554.69	2388.06	9056.93	1.3	47.02	522.33	2388	8136.45	8.4277	0.03	394	2388	100	39.08	23.4045
30	125	-0.0003	0.0003	100	518.67	641.97	1588.62	1403.78	14.62	21.61	554.29	2388.03	9056.52	1.3	47.2	522.37	2388.03	8140.31	8.3942	0.03	392	2388	100	39.18	23.3316
30	125	0.0008	-0.0003	100	518.67	642.21	1583.29	1405.14	14.62	21.61	554.74	2388.03	9053.66	1.3	47.23	522.08	2388.05	8133.86	8.4291	0.03	393	2388	100	38.96	23.377
30	125	-0.0001	-0.0003	100	518.67	642.19	1586.91	1394.99	14.62	21.61	554.8	2388.04	9049.62	1.3	47.1	522.37	2388.02	8140.11	8.3584	0.03	391	2388	100	38.84	23.3564
30	125	0.0019	0.0004	100	518.67	642.21	1585.43	1401.32	14.62	21.61	554.22	2387.97	9048.79	1.3	47.27	522.69	2388.03	8142.81	8.4009	0.03	391	2388	100	38.93	23.413
30	125	0.0007	-0.0003	100	518.67	642.23	1584.7	1402.16	14.62	21.61	554.07	2387.98	9055.68	1.3	47.23	522.29	2388.06	8139.74	8.3911	0.03	392	2388	100	38.97	23.3854
30	125	-0.0017	-0.0003	100	518.67	642.25	1581.47	1403.3	14.62	21.61	554.61	2388.08	9053.19	1.3	47.08	522.47	2388.02	8136.95	8.4106	0.03	394	2388	100	39.2	23.3853
30	125	0.0006	0.0002	100	518.67	642.28	1584.72	1403.54	14.62	21.61	554.75	2388.01	9060.14	1.3	47.38	521.95	2388.04	8140.84	8.3735	0.03	392	2388	100	39.13	23.3796
30	125	-0.0029	-0.0003	100	518.67	642.24	1592.55	1393.55	14.62	21.61	554.09	2388.04	9057.4	1.3	47.14	522	2388.04	8133.74	8.3916	0.03	393	2388	100	39.06	23.4039
30	125	-0.001	-0.0002	100	518.67	642.94	1586.77	1396.98	14.62	21.6	553.83	2388.04	9052.54	1.3	47.35	521.6	2388.03	8137.09	8.375	0.03	392	2388	100	39.07	23.3633
30	125	-0.0009	-0.0002	100	518.67	642.23	1585.29	1398.99	14.62	21.61	554.35	2387.99	9058.13	1.3	47.38	522.28	2388.05	8133.81	8.4128	0.03	392	2388	100	38.75	23.4661
30	125	-0.0023	0.0002	100	518.67	641.85	1581.08	1399.86	14.62	21.61	553.45	2388.05	9058.81	1.3	47.38	522.48	2388.05	8137.24	8.3784	0.03	391	2388	100	38.95	23.3828
30	125	-0.0014	0.0005	100	518.67	642.18	1586.03	1400.12	14.62	21.61	553.83	2388	9061.71	1.3	47.33	522.46	2388.03	8134.62	8.386	0.03	390	2388	100	39.05	23.3503
30	125	-0.0008	-0.0004	100	518.67	642.16	1587.81	1399.23	14.62	21.61	554.91	2388	9058.21	1.3	47.21	521.92	2388	8136.54	8.3841	0.03	393	2388	100	38.99	23.4167
30	125	-0.0021	-0.0004	100	518.67	642.18	1583.35	1399.11	14.62	21.61	553.69	2388.03	9050.08	1.3	47.14	521.91	2388.02	8130.59	8.3754	0.03	392	2388	100	38.99	23.3797
30	125	0.0033	0.0001	100	518.67	642.36	1588.23	1400.96	14.62	21.61	554.04	2388.04	9061.81	1.3	47.27	522.09	2388.06	8135.34	8.3999	0.03	392	2388	100	39.02	23.4051
30	125	0.0027	-0.0004	100	518.67	642.22	1590.75	1396.67	14.62	21.61	554.58	2388	9054.11	1.3	47.2	522.1	2388.03	8135.55	8.4251	0.03	391	2388	100	39.21	23.3151
30	125	0.0037	-0.0002	100	518.67	641.51	1581.51	1400.08	14.62	21.61	554.38	2387.98	9055.79	1.3	47.34	522.99	2388.05	8138.89	8.3604	0.03	392	2388	100	38.94	23.4723
30	125	-0.0009	0.0001	100	518.67	642.2	1584.15	1396.9	14.62	21.61	554.14	2388.09	9054.53	1.3	47.4	522.37	2388.07	8133.7	8.3975	0.03	392	2388	100	39	23.2912
30	125	0.0003	0.0002	100	518.67	642.27	1580.94	1392.54	14.62	21.61	554.02	2388.06	9057	1.3	47.24	522.27	2388.02	8138.05	8.4272	0.03	391	2388	100	39.07	23.3819
30	125	0.0016	0.0002	100	518.67	642.15	1584.83	1404.98	14.62	21.61	554.58	2388.04	9060.74	1.3	47.33	522.17	2388.02	8139.82	8.3876	0.03	392	2388	100	38.98	23.3407
30	125	0.003	0.0002	100	518.67	642.25	1587.98	1398.42	14.62	21.61	554.2	2388.02	9055.44	1.3	47.25	522.05	2387.99	8139.27	8.3972	0.03	391	2388	100	38.79	23.372
30	125	-0.0002	0.0005	100	518.67	642.27	1592.18	1402.23	14.62	21.61	554.97	2388.03	9055.12	1.3	47.23	522.15	2388.03	8138.57	8.387	0.03	392	2388	100	39	23.4154
30	125	0.0016	0.0004	100	518.67	642.2	1589.02	1400.52	14.62	21.61	554.14	2388.05	9059.08	1.3	47.24	521.99	2388.04	8135.62	8.4293	0.03	392	2388	100	39.12	23.2748
30	125	-0.0002	0.0005	100	518.67	642.37	1593.63	1395.81	14.62	21.61	554.75	2387.99	9052.35	1.3	47.32	522.17	2388.07	8144.08	8.4286	0.03	391	2388	100	38.99	23.3767
30	125	0.0008	-0.0002	100	518.67	641.58	1584.29	1392.42	14.62	21.61	554.43	2388.05	9050.92	1.3	47.2	522.35	2388.05	8138.68	8.4084	0.03	392	2388	100	38.86	23.4242
30	125	-0.0001	0.0004	100	518.67	642.26	1574.5	1396.67	14.62	21.61	554.79	2388.04	9056.62	1.3	47.33	522.43	2388.02	8136.98	8.3988	0.03	391	2388	100	38.94	23.3481
30	125	0.0018	0.0004	100	518.67	642.14	1584.87	1393.87	14.62	21.61	553.96	2388.05	9055.15	1.3	47.43	521.65	2388.01	8135.66	8.3879	0.03	392	2388	100	38.91	23.4378
30	125	-0.0006	-0.0002	100	518.67	642.73	1580.02	1397.81	14.62	21.61	554.49	2388.05	9053.94	1.3	47.14	522.35	2388.01	8137.55	8.3949	0.03	392	2388	100	39.03	23.4488
30	125	-0.0003	-0.0001	100	518.67	642.54	1591.55	1396.58	14.62	21.61	553.9	2388.02	9058.52	1.3	47.17	522.11	2388.05	8135.63	8.3963	0.03	392	2388	100	39.04	23.4265
30	125	-0.0019	-0.0003	100	518.67	642.02	1589.76	1400.91	14.62	21.61	555.04	2388.06	9058.97	1.3	47.31	522.23	2388.05	8135.87	8.3922	0.03	392	2388	100	39.08	23.4237
30	125	0.0006	0.0004	100	518.67	642.03	1580.77	1393.65	14.62	21.61	554.58	2388.03	9059.04	1.3	47.31	522.62	2388.07	8138.28	8.4082	0.03	392	2388	100	38.94	23.2976
30	125	-0.0012	0.0002	100	518.67	642.2	1586.67	1403.7	14.62	21.61	554.41	2388.1	9055.6	1.3	47.31	522.61	2388.02	8139.09	8.4112	0.03	393	2388	100	38.99	23.415
30	125	-0.0008	-0.0005	100	518.67	641.89	1590.77	1398.4	14.62	21.61	554.08	2388	9053.26	1.3	47.3	522.44	2387.98	8140.14	8.4059	0.03	391	2388	100	38.92	23.4052
30	125	-0.0013	-0.0003	100	518.67	642.27	1584.75	1396.66	14.62	21.61	553.94	2388.01	9056.07	1.3	47.3	522.05	2388.02	8134.94	8.4173	0.03	391	2388	100	38.96	23.3292
30	125	0.0025	-0.0004	100	518.67	642.41	1582.14	1403.09	14.62	21.61	554.03	2388.03	9058.03	1.3	47.15	522.5	2388.03	8130.68	8.3836	0.03	391	2388	100	39.18	23.3864
30	125	-0.0009	0.0001	100	518.67	641.98	1587.47	1399.55	14.62	21.61	554.24	2388.03	9053.91	1.3	47.26	522.19	2388.06	8134.87	8.415	0.03	392	2388	100	39.03	23.3552
30	125	-0.0005	0.0005	100	518.67	642.64	1578.94	1398.77	14.62	21.61	554.12	2388.04	9057.37	1.3	47.43	522.22	2388.02	8132.91	8.3912	0.03	394	2388	100	38.89	23.3205
30	125	-0.0009	-0.0003	100	518.67	642.29	1580.61	1397.06	14.62	21.61	554.78	2388.04	9063.96	1.3	47.27	522.34	2387.99	8134.44	8.3729	0.03	392	2388	100	39.03	23.3109
30	125	-0.0012	0.0003	100	518.67	642.14	1588.88	1405.2	14.62	21.61	553.74	2388.03	9053.15	1.3	47.38	521.73	2388.05	8139.11	8.4135	0.03	390	2388	100	38.88	23.4252
30	125	0.0013	-0.0002	100	518.67	642.06	1587.87	1398.09	14.62	21.61	553.68	2388.08	9058.5	1.3	47.32	522.05	2388.07	8140.55	8.4023	0.03	392	2388	100	38.98	23.5266
30	125	-0.0038	0.0003	100	518.67	642.08	1586.7	1396.52	14.62	21.61	554.4	2388.08	9060.04	1.3	47.13	522.45	2388.01	8143.12	8.418	0.03	391	2388	100	39.01	23.4529
30	125	0.0029	0.0001	100	518.67	641.95	1582.46	1402.49	14.62	21.61	554.32	2388.04	9051.67	1.3	47.17	522.42	2388.06	8135.63	8.412	0.03	391	2388	100	38.97	23.385
30	125	0.0031	0.0002	100	518.67	642.21	1578.97	1399.45	14.62	21.61	554.08	2388.03	9054.53	1.3	47.2	522.28	2388.04	8142.79	8.4159	0.03	392	2388	100	38.85	23.4228
30	125	0.001	-0.0003	100	518.67	642.84	1585.65	1398.77	14.62	21.61	554.64	2387.99	9056.76	1.3	47.41	521.51	2388.06	8136.21	8.3957	0.03	392	2388	100	38.89	23.4675
30	125	-0.0016	0.0003	100	518.67	641.89	1586.96	1399.03	14.62	21.61	553.8	2388.01	9065.95	1.3	47.11	522.18	2387.98	8142.21	8.4003	0.03	392	2388	100	38.79	23.5415
30	125	0.0014	0.0002	100	518.67	642.07	1587.15	1397.53	14.62	21.61	553.88	2387.98	9062.73	1.3	47.21	522.27	2388.03	8140.59	8.4116	0.03	392	2388	100	39.03	23.448
30	125	0.0003	0.0004	100	518.67	642.02	1590.22	1403.99	14.62	21.61	554.68	2388.08	9066.2	1.3	47.36	522.42	2387.97	8141.78	8.4061	0.03	391	2388	100	38.99	23.3868
30	125	-0.0039	0.0005	100	518.67	642.41	1582.97	1396.99	14.62	21.61	554.55	2387.94	9057.67	1.3	47.26	522.77	2387.98	8138.43	8.4136	0.03	391	2388	100	39.08	23.4484
30	125	-0.0019	0.0005	100	518.67	642.29	1591.46	1396.95	14.62	21.61	554.03	2388	9052.63	1.3	47.09	522.49	2388.06	8137.96	8.3897	0.03	392	2388	100	38.97	23.5025
30	125	-0.0046	-0.0001	100	518.67	642.46	1587.3	1394.29	14.62	21.61	554.55	2388.08	9055.92	1.3	47.31	521.8	2388.01	8141.12	8.4079	0.03	392	2388	100	38.93	23.2603
30	125	0.0057	0.0004	100	518.67	642.37	1583.5	1398.99	14.62	21.6	554.56	2388.01	9062.5	1.3	47.34	522.53	2387.99	8142.6	8.4201	0.03	393	2388	100	38.97	23.4176
30	125	-0.0006	0.0003	100	518.67	641.8	1579.95	1400.3	14.62	21.61	554.13	2388.04	9057.22	1.3	47.26	522.65	2388.04	8138.28	8.3794	0.03	391	2388	100	39	23.3318
30	125	-0.0044	0.0004	100	518.67	642.09	1593.99	1402.47	14.62	21.61	554.16	2388.05	9053.2	1.3	47.37	521.69	2387.93	8138.51	8.3878	0.03	392	2388	100	38.85	23.3875
30	125	0.0017	0.0003	100	518.67	642.38	1592.36	1398.12	14.62	21.61	553.91	2388.05	9061.22	1.3	47.44	521.58	2387.95	8141.94	8.4019	0.03	392	2388	100	38.81	23.471
30	125	0.0005	-0.0004	100	518.67	642.19	1592.49	1407.39	14.62	21.61	554.43	2388.03	9054.92	1.3	47.42	522.3	2388.05	8143.35	8.4261	0.03	392	2388	100	38.98	23.3139
30	125	-0.0003	0.0004	100	518.67	642.37	1577.29	1393.61	14.62	21.61	554.43	2388	9054.82	1.3	47.14	522.05	2388.04	8143.04	8.3858	0.03	392	2388	100	39.16	23.3427
30	125	0.0007	0.0001	100	518.67	642.49	1579.45	1397.94	14.62	21.61	553.94	2388.02	9057.08	1.3	47.27	521.75	2388	8138.91	8.3836	0.03	391	2388	100	39	23.2813
30	125	0.0008	0.0001	100	518.67	641.88	1582.23	1402.39	14.62	21.61	554.18	2388.01	9060.38	1.3	47.4	521.82	2388.01	8138.31	8.4095	0.03	392	2388	100	38.87	23.4371
30	125	0.0002	-0.0004	100	518.67	642.69	1588.47	1394.6	14.62	21.61	554.03	2388.09	9051.66	1.3	47.18	522.54	2388.06	8138.55	8.4298	0.03	393	2388	100	38.95	23.4045
30	125	0.0014	-0.0004	100	518.67	642.07	1585.17	1403.62	14.62	21.61	554.28	2388.05	9064	1.3	47.29	522.5	2388.06	8140.99	8.4087	0.03	392	2388	100	39.03	23.3673
30	125	0.0014	0.0002	100	518.67	642.34	1587.03	1395.79	14.62	21.61	554.67	2388.05	9065.85	1.3	47.44	522.06	2388.01	8145.83	8.3998	0.03	392	2388	100	39.03	23.3724
30	125	0.0017	0.0004	100	518.67	642.29	1586.91	1402.13	14.62	21.61	553.47	2388	9059.68	1.3	47.25	521.95	2388.01	8138.52	8.4404	0.03	391	2388	100	39.11	23.4407
30	125	-0.0021	-0.0004	100	518.67	642.28	1588.03	1399.61	14.62	21.61	554.35	2388.07	9053.52	1.3	47.35	521.75	2388.07	8144.3	8.3881	0.03	390	2388	100	39	23.443
30	125	0.0026	0.0004	100	518.67	641.68	1587.57	1401.71	14.62	21.61	554.7	2388.01	9056.46	1.3	47.44	521.75	2388.02	8143.06	8.4026	0.03	391	2388	100	39.09	23.4171
30	125	0.0007	0.0002	100	518.67	642.61	1585.22	1400.77	14.62	21.61	554.14	2388.04	9056.55	1.3	47.39	521.96	2388.06	8140.3	8.4445	0.03	391	2388	100	38.85	23.4003
30	125	0.0021	0	100	518.67	642.12	1588.01	1404.36	14.62	21.61	554.41	2388.01	9058.35	1.3	47.25	522.14	2388.06	8142.85	8.4076	0.03	392	2388	100	38.91	23.3035
30	125	-0.0034	0.0003	100	518.67	642.02	1581.67	1401.15	14.62	21.61	554.28	2388.02	9064.93	1.3	47.35	522.25	2388.05	8141.2	8.4169	0.03	391	2388	100	39.06	23.3342
30	125	0.0001	-0.0002	100	518.67	642.73	1590.88	1399.04	14.62	21.61	554.08	2388.05	9058.05	1.3	47.39	522.28	2388.02	8145.13	8.4275	0.03	393	2388	100	38.92	23.3398
30	125	-0.0031	-0.0005	100	518.67	643.01	1589.73	1404.52	14.62	21.61	554.14	2388.1	9054.25	1.3	47.38	521.71	2388.02	8143.39	8.3791	0.03	391	2388	100	38.95	23.3902
30	125	-0.0015	-0.0003	100	518.67	642.56	1580.98	1402.74	14.62	21.61	554.21	2388.02	9060.35	1.3	47.43	522.15	2388.05	8144.61	8.4307	0.03	392	2388	100	38.82	23.4469
30	125	-0.0042	-0.0001	100	518.67	641.81	1587.87	1393.79	14.62	21.61	554.11	2388.02	9064.58	1.3	47.19	521.91	2388.01	8142.19	8.436	0.03	390	2388	100	38.88	23.4316
30	125	0.001	0.0001	100	518.67	642.36	1583.2	1398.68	14.62	21.61	553.94	2388.01	9063.76	1.3	47.21	522.12	2388.02	8143.41	8.4333	0.03	394	2388	100	38.95	23.3386
30	125	-0.0027	0.0005	100	518.67	642.66	1587.21	1396.08	14.62	21.61	554.02	2388	9060.69	1.3	47.39	521.94	2388.03	8138.02	8.3828	0.03	392	2388	100	38.87	23.3553
30	125	0.0005	0.0005	100	518.67	642.24	1582.19	1403.18	14.62	21.61	554.73	2387.98	9061.24	1.3	47.17	522.02	2388.06	8140.93	8.4081	0.03	394	2388	100	39.05	23.3867
30	125	-0.0022	-0.0003	100	518.67	642.41	1588.23	1407.71	14.62	21.61	553.72	2388	9055.92	1.3	47.45	521.68	2388.06	8145.13	8.4286	0.03	393	2388	100	38.96	23.3647
30	125	-0.0009	0.0004	100	518.67	642.27	1579.49	1400.94	14.62	21.61	554.28	2388.01	9057.82	1.3	47.32	521.7	2388.04	8141.6	8.4283	0.03	393	2388	100	39.07	23.2836
30	125	-0.0034	-0.0003	100	518.67	642.35	1587.2	1400.04	14.62	21.61	554.32	2387.96	9064.48	1.3	47.39	521.99	2388.11	8141.57	8.4032	0.03	392	2388	100	39.01	23.2535
30	124	-0.0007	-0.0002	100	518.67	642.44	1575.22	1399.21	14.62	21.61	555.14	2388.03	9061.27	1.3	47.43	522.02	2388.04	8139.45	8.4413	0.03	392	2388	100	38.94	23.4396
30	123	0.0007	-0.0002	100	518.67	642.13	1581.88	1404.52	14.62	21.61	553.81	2388.11	9061.99	1.3	47.36	521.78	2388.09	8144.27	8.4154	0.03	391	2388	100	38.79	23.3581
30	122	-0.0006	0	100	518.67	642.99	1585.95	1403.52	14.62	21.61	554.56	2387.99	9067.37	1.3	47.49	521.82	2388.03	8134.19	8.422	0.03	392	2388	100	39.1	23.324
30	121	0.0014	-0.0003	100	518.67	642.06	1590.72	1395.95	14.62	21.61	553.89	2388.05	9066.4	1.3	47.27	522.12	2388.04	8142.26	8.4128	0.03	392	2388	100	38.92	23.3571
30	120	0.0038	-0.0004	100	518.67	642.39	1591.58	1399.99	14.62	21.61	553.97	2388.04	9061.62	1.3	47.4	521.8	2388.03	8141.56	8.3998	0.03	393	2388	100	38.86	23.352
30	119	0.0018	0	100	518.67	642.56	1579.31	1400.08	14.62	21.61	554.05	2388	9063.77	1.3	47.31	522.8	2388.07	8145.33	8.4047	0.03	392	2388	100	38.92	23.4372
30	118	0.0028	0.0004	100	518.67	642.13	1581.73	1395.22	14.62	21.61	554.68	2387.99	9057.82	1.3	47.38	522.01	2388.05	8145.1	8.4771	0.03	391	2388	100	38.9	23.5262
30	117	0.0005	-0.0001	100	518.67	641.94	1590.44	1388.44	14.62	21.61	554.58	2388.05	9065.26	1.3	47.28	521.7	2388.02	8144.28	8.411	0.03	390	2388	100	39.1	23.3844
30	116	0.0007	0	100	518.67	642.55	1579.63	1403.81	14.62	21.61	554.41	2388.02	9052.64	1.3	47.28	521.77	2387.99	8145.08	8.3896	0.03	392	2388	100	39.04	23.4654
30	115	0.0035	0.0004	100	518.67	642.33	1582.51	1403.46	14.62	21.61	553.9	2388.01	9062.84	1.3	47.4	521.64	2388.01	8146.19	8.4047	0.03	391	2388	100	38.81	23.4126
30	114	0.0022	-0.0002	100	518.67	642.39	1583.92	1398.97	14.62	21.61	553.8	2388	9065.38	1.3	47.44	522.43	2387.99	8149.49	8.4344	0.03	392	2388	100	39.09	23.3804
30	113	0.0016	-0.0002	100	518.67	642.34	1588.45	1405.88	14.62	21.61	553.68	2388.05	9069.44	1.3	47.15	521.92	2388.04	8150.34	8.4142	0.03	392	2388	100	38.8	23.3992
30	112	0.0013	0.0005	100	518.67	642.03	1592.11	1395.13	14.62	21.61	553.74	2388.05	9063.64	1.3	47.33	522.23	2388	8142.28	8.424	0.03	394	2388	100	38.9	23.4816
30	111	-0.0008	-0.0001	100	518.67	641.85	1587.01	1392.14	14.62	21.61	554.18	2388.04	9067.99	1.3	47.21	522.2	2388.01	8142.98	8.401	0.03	392	2388	100	38.99	23.3609
30	110	-0.0033	0.0002	100	518.67	642.45	1586.82	1406.53	14.62	21.61	553.62	2388.02	9065.37	1.3	47.29	521.77	2388	8145.13	8.4247	0.03	391	2388	100	38.81	23.3279
30	109	0.0015	-0.0002	100	518.67	642.82	1587.19	1394.15	14.62	21.61	554.33	2388.03	9068.76	1.3	47.33	521.85	2388.08	8140.57	8.4019	0.03	392	2388	100	39.07	23.3588
30	108	-0.0007	0	100	518.67	642.15	1584.74	1397.13	14.62	21.61	554.23	2388.02	9068	1.3	47.19	522.19	2388.09	8147.49	8.4096	0.03	393	2388	100	38.93	23.3027
30	107	0.0013	-0.0003	100	518.67	642.49	1576.48	1398.66	14.62	21.61	554.55	2388.02	9060.35	1.3	47.33	521.99	2388.02	8145.79	8.3971	0.03	392	2388	100	38.77	23.3194
30	106	0.0003	0.0003	100	518.67	642.44	1585.75	1398.51	14.62	21.61	554.26	2388.06	9065.67	1.3	47.3	521.74	2388.06	8144.89	8.3782	0.03	393	2388	100	38.93	23.4198
30	105	0.0035	-0.0003	100	518.67	642.08	1585.46	1398.69	14.62	21.61	553.8	2388.09	9062.89	1.3	47.43	521.69	2388.06	8148.44	8.4239	0.03	392	2388	100	38.87	23.3032
30	104	0.0004	-0.0004	100	518.67	642.67	1589.09	1402.87	14.62	21.61	554.41	2387.99	9065.05	1.3	47.26	521.71	2388.02	8151.8	8.4036	0.03	393	2388	100	38.79	23.3438
30	103	0	-0.0003	100	518.67	642.4	1588.57	1404.21	14.62	21.61	554.51	2388.08	9068.11	1.3	47.38	522.45	2387.99	8149.39	8.3942	0.03	391	2388	100	38.96	23.3087
30	102	-0.0048	-0.0003	100	518.67	642.35	1586.7	1406.44	14.62	21.61	554.34	2387.99	9068.33	1.3	47.26	522.26	2387.97	8144.58	8.422	0.03	391	2388	100	39.05	23.336
30	101	0.0007	-0.0004	100	518.67	642.3	1589.72	1398.7	14.62	21.61	554.05	2387.97	9069.46	1.3	47.41	522.07	2388.04	8144.6	8.3769	0.03	392	2388	100	38.97	23.3497
30	100	-0.0007	0.0002	100	518.67	642.89	1587.82	1401.17	14.62	21.61	554.09	2388.04	9066.88	1.3	47.43	521.73	2388.02	8145.14	8.4069	0.03	393	2388	100	38.94	23.4344
30	99	0.003	-0.0004	100	518.67	642.93	1584.6	1403.37	14.62	21.61	555.04	2388.06	9068.14	1.3	47.31	521.58	2388.04	8151.72	8.4223	0.03	393	2388	100	39	23.4211
30	98	-0.0013	-0.0002	100	518.67	642.5	1587.36	1395.82	14.62	21.61	554.01	2388.03	9069.72	1.3	47.19	521.81	2388.07	8153.57	8.4333	0.03	392	2388	100	39.09	23.3133
30	97	0.0027	0.0004	100	518.67	642.5	1589.18	1403.62	14.62	21.61	553.25	2388.01	9073.45	1.3	47.46	522.31	2388.08	8150.58	8.388	0.03	392	2388	100	38.78	23.3917
30	96	0.0004	-0.0005	100	518.67	641.54	1582.63	1404.43	14.62	21.61	553.37	2388.06	9068.52	1.3	47.4	521.79	2388.02	8149.3	8.4066	0.03	394	2388	100	39.01	23.3566
30	95	0.0018	0	100	518.67	642.42	1586.18	1402.44	14.62	21.61	554.08	2388.02	9067.74	1.3	47.33	521.82	2388.01	8153.09	8.4432	0.03	391	2388	100	38.8	23.4399
30	94	-0.002	0	100	518.67	642.01	1589.55	1402.54	14.62	21.61	553.65	2388.03	9075.9	1.3	47.14	522.42	2388.06	8148.52	8.433	0.03	391	2388	100	39.06	23.3957
30	93	0	-0.0002	100	518.67	642.42	1586.27	1404.2	14.62	21.61	554.59	2388.05	9075.46	1.3	47.4	522.24	2387.99	8156.6	8.4029	0.03	391	2388	100	38.81	23.2814
30	92	0.0002	-0.0002	100	518.67	642.04	1579.36	1400.99	14.62	21.61	554.53	2388.07	9068.81	1.3	47.46	521.34	2388	8155.37	8.3997	0.03	394	2388	100	38.91	23.422
30	91	-0.0008	-0.0001	100	518.67	642.16	1591.6	1397.46	14.62	21.61	554	2388.07	9075.25	1.3	47.33	521.85	2388.06	8150.9	8.3892	0.03	392	2388	100	39.08	23.2698
30	90	0	0	100	518.67	642.23	1588.38	1400.46	14.62	21.61	554.61	2388.02	9074.59	1.3	47.33	522.26	2388.02	8153.91	8.4137	0.03	392	2388	100	38.87	23.3315
30	89	-0.0018	0.0003	100	518.67	643.1	1583.74	1405.56	14.62	21.61	553.88	2388.05	9072.48	1.3	47.32	521.98	2387.97	8155.38	8.4264	0.03	392	2388	100	39.18	23.3242
30	88	-0.0007	0.0002	100	518.67	642.06	1578.63	1408.99	14.62	21.61	554.3	2388.04	9075.69	1.3	47.49	521.98	2388.03	8157.3	8.4544	0.03	392	2388	100	38.98	23.3485
30	87	0.0004	0.0005	100	518.67	642.71	1588.98	1402.64	14.62	21.61	555.09	2388	9073.75	1.3	47.38	521.54	2387.97	8152.81	8.4302	0.03	391	2388	100	38.88	23.3578
30	86	-0.0008	0.0004	100	518.67	642.13	1584.72	1401.93	14.62	21.61	554.39	2388.07	9073.32	1.3	47.45	521.98	2388.02	8149.13	8.4405	0.03	392	2388	100	38.83	23.2894
30	85	-0.0005	0.0005	100	518.67	642.26	1587.48	1403.64	14.62	21.61	554.05	2388.08	9080.18	1.3	47.42	521.72	2388.04	8151.81	8.4259	0.03	392	2388	100	38.73	23.4614
30	84	-0.0016	-0.0002	100	518.67	642.57	1587.61	1402.35	14.62	21.6	553.7	2388.05	9074.78	1.3	47.41	521.85	2388.05	8151.77	8.3956	0.03	394	2388	100	38.79	23.2156
30	83	0.0048	-0.0002	100	518.67	642.05	1594.39	1402	14.62	21.61	554.58	2387.98	9071.61	1.3	47.4	522.13	2388.05	8160.4	8.4272	0.03	393	2388	100	38.69	23.3132
30	82	-0.0016	0.0002	100	518.67	642.3	1588.34	1402.42	14.62	21.61	554.27	2388.04	9074.11	1.3	47.37	521.9	2387.99	8158.91	8.3935	0.03	391	2388	100	38.87	23.3934
30	81	-0.0012	0.0003	100	518.67	642.21	1584.32	1398.26	14.62	21.61	553.3	2387.98	9078.37	1.3	47.24	522.2	2388.06	8156.27	8.3952	0.03	393	2388	100	39.01	23.547
30	80	0.0009	0.0003	100	518.67	642.78	1585.28	1410.21	14.62	21.61	554.15	2388.03	9076.43	1.3	47.51	522.15	2388.03	8156.23	8.4298	0.03	392	2388	100	38.64	23.4389
30	79	0.002	0.0002	100	518.67	642.19	1587.02	1399.7	14.62	21.61	554.12	2387.96	9076.75	1.3	47.4	521.5	2387.97	8157.23	8.4587	0.03	394	2388	100	38.96	23.3609
30	78	-0.0032	0.0005	100	518.67	642.64	1594.43	1407.29	14.62	21.61	554.19	2388.08	9086.23	1.3	47.42	521.61	2388.02	8156.45	8.4313	0.03	392	2388	100	39.07	23.3606
30	77	0.0021	0.0002	100	518.67	642.47	1590.79	1400.72	14.62	21.61	553.99	2388.01	9081.72	1.3	47.42	522.5	2388.01	8155.1	8.3952	0.03	393	2388	100	38.93	23.3655
30	76	-0.0018	-0.0004	100	518.67	642.55	1587.14	1412.18	14.62	21.61	554.5	2388.02	9083.01	1.3	47.51	522.25	2388.08	8162.61	8.4311	0.03	392	2388	100	39.05	23.3975
30	75	-0.0005	0.0002	100	518.67	642.17	1589.4	1405.94	14.62	21.61	553.89	2388.04	9081.25	1.3	47.33	521.83	2388.07	8158.68	8.4554	0.03	393	2388	100	38.93	23.4466
